#lnL 	x[] 	 df 
413980.416066	[-3.40119738]	0.0
413980.416066	[-3.40119737]	0.0
413980.432636	[-3.40119738]	0.0
413980.671958	[-3.40119738]	0.0
413980.671958	[-3.40119737]	0.0
413980.818376	[-3.40119738]	0.0
413981.882295	[-3.95999093]	0.0
413981.882295	[-3.95999092]	0.0
413980.651217	[-3.46500088]	0.0
413980.651217	[-3.46500087]	0.0
413980.651087	[-3.46777494]	0.0
413980.651087	[-3.46777493]	0.0
413980.651227	[-3.4788712]	0.0
413980.651227	[-3.47887119]	0.0
413980.651015	[-3.4717766]	0.0
413980.651015	[-3.47177659]	0.0
-398593.161452	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	-0.619078072759	-3.40119738166	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398593.161452	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	-0.619078062759	-3.40119737166	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398586.236777	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	0.380921927241	-2.40119738166	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398586.236776	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	0.380921937241	-2.40119737166	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398585.513348	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	0.67635049867	-2.10576881023	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398585.513348	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	0.67635050867	-2.10576880023	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398584.91456	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	1.20652501604	-1.57559429286	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398584.91456	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	1.20652502604	-1.57559428286	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398584.890373	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	1.32826879411	-1.4538505148	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
-398584.890373	-0.667653027241	-0.503107618789	-0.84066117488	2.47251252474	-0.852487267026	2.08897084946	1.32826880411	-1.4538505048	-3.73319969687	-5.0747307186	-4.27964704121	-4.53213524746	-6.10581020111	-4.75018458821	-6.28227749507	-5.03135213713	-7.8820140959	-4.67011121893	-5.45637844116	-5.53588108826
