-1.178099209640169875e+03	-1.178031943139349551e+03	5.539456461483882066e+01	1.281115255156368982e-01	8.718884744843631296e-01	9.317345115321437989e-06	-5.431516125358698543e-01
-1.205184730179157214e+03	-1.204908029896469770e+03	1.128837164807955062e+01	1.495885515108583419e-01	8.504114484891416303e-01	2.496521697310222069e-04	-3.883131262020658725e-01
-1.377245453500782560e+03	-1.377168375986503861e+03	7.742714680144037231e+01	1.461544409407531352e-02	9.853845559059246639e-01	-8.910020969899316618e-05	-2.398341249625092486e-01
-2.139307660387454234e+03	-2.132298358775055021e+03	7.156368405957879304e+02	1.965931376975546541e-02	9.803406862302445068e-01	-8.087931085883526446e-04	-4.923335627150154381e-01
-2.322828968073189571e+03	-2.322828968073189571e+03	3.008705460079495797e+00	9.060674822791370264e-02	9.093932517720862974e-01	5.614020911066764929e-01	-9.095126588928176270e-01
-1.209751628278527960e+03	-1.209700104488119450e+03	5.962300988815979963e+01	2.365226085851214119e-02	9.763477391414878692e-01	-9.777746044928328447e-05	-1.631073466651823123e-01
-1.837058193976364237e+03	-1.834269790526886936e+03	1.308988680599441352e+02	1.163811922446992136e-01	8.836188077553007725e-01	-4.532070285026235600e-04	-7.715418681427048675e-01
-1.467294333284670529e+03	-1.465682247768648949e+03	2.140781011259122124e+01	1.817025073374999369e-02	9.818297492662499959e-01	-2.501933280348602495e-05	-1.253451512182102823e+00
-1.251963367979998793e+03	-1.251881300435127059e+03	1.788784379953378618e+02	2.647946009989157268e-04	9.997352053990010701e-01	6.910446634051783184e-05	-9.404789834840208973e-02
-1.739176277429917263e+03	-1.735420133646374779e+03	1.298896161288455744e+02	1.269732012565115142e-01	8.730267987434885413e-01	-6.276662105973040582e-04	-1.450723320957125084e+00
-1.367679295814301213e+03	-1.360528888866470197e+03	6.745267102867926496e+02	2.308802844087776140e-02	9.769119715591222386e-01	2.961630460682063821e-04	-4.636915944556319613e-01
-1.261999182651089086e+03	-1.261987034651993554e+03	1.533107644277705894e+01	2.249659041621664655e-03	9.977503409583783345e-01	1.695125507341762091e-07	-2.976510501724162136e-02
-2.054050751105856762e+03	-2.045362933312311043e+03	2.871323909422460019e+03	9.455638026613116158e-04	9.990544361973386911e-01	3.500824865699087268e-05	-8.301934255351910430e-01
-2.058956261565642762e+03	-2.055380983062082578e+03	1.077411833975778279e+02	1.988219179020112373e-03	9.980117808209798547e-01	5.777144408453179381e-04	-1.174769997065430838e+00
